Case,gate lenght,Theta,Phi,dt,combination,total time,computing time
case375,23,2.283980932,1.618980533,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 1]",69,320.1342905
case376,23,2.358434011,1.942719645,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,143.3987191
case377,12,1.205586643,3.905364492,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",36,32.85986829
case378,21,1.980235436,3.075504101,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 1, 0]",63,426.7337048
case379,17,1.932609925,2.626019706,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",51,50.89672852
case380,5,0.593577655,3.833092175,3,"[1, 3, 3, 2, 2]",15,5.249235392
case381,15,1.672559873,3.65256377,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",45,33.45495462
case382,19,1.603508598,4.229563112,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 0, 1]",57,2520.29575
case383,16,1.616637349,4.696964457,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",48,62.63325572
case384,22,2.446259937,5.430398864,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,90.43282342
case385,17,1.459542246,2.651635853,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 4, 0]",51,1127.49157
case386,11,1.163569475,3.269392098,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",33,23.12747312
case387,9,0.975332543,1.449116232,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,16.01782227
case388,11,1.326885903,3.502679024,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",33,16.69578362
case389,9,1.025708065,6.22355898,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,11.95520234
case390,23,2.456914514,1.908408372,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,164.2972889
case391,1,0.285859857,2.252298434,3,[3],3,0.029021502
case392,25,2.72593172,3.108000537,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",75,121.0093641
case393,0,0.12878056,1.219239055,3,[],0,0.002998829
case394,12,1.396640598,2.867737512,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 2]",36,29.37939811
case395,19,1.679974802,2.687489867,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 0, 3, 2, 2]",57,1384.414534
case396,12,1.049740582,4.323420473,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 3, 4]",36,96.91316128
case397,27,2.981382645,5.530732323,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,133.152159
case398,28,3.088501067,4.947627217,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,139.8385503
case399,0,0.182407843,1.42963288,3,[],0,0.004459858
case400,28,2.662413631,6.116661704,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 3, 4]",84,828.3751493
case401,25,2.747017482,2.033407867,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,95.29135418
case402,8,0.832429183,2.27903303,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,13.23728204
case403,25,2.588537887,3.049089802,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2, 2]",75,213.726526
case404,9,1.106059845,1.622480821,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,12.30825162
case405,0,0.182787623,0.019193477,3,[],0,0.003515244
case406,0,0.169799496,2.122816955,3,[],0,0.004546881
case407,24,2.425899753,2.620136896,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0]",72,269.2587736
case408,26,2.794802123,2.789620616,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",78,120.6667244
case409,28,3.044887412,5.063574096,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,130.1220019
case410,24,2.619084145,1.232606955,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",72,90.62032604
case411,10,1.042418099,0.73628546,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",30,18.68536448
case412,12,1.218414903,1.119300277,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 3]",36,28.67414951
case413,12,1.359348927,2.681176444,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",36,19.55714059
case414,13,1.381227687,1.906706245,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",39,25.49852967
case415,23,2.518048093,0.239557415,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",69,86.86462903
case416,28,3.086572873,4.440749296,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,132.4866343
case417,0,0.120765397,2.293451667,3,[],0,0.002997875
case418,15,1.227166026,5.480096446,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 2, 0, 4, 3]",45,378.6775992
case419,22,1.788662271,0.551376442,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 0, 4, 1, 3, 3]",66,6391.026248
case420,23,2.105672981,4.945623022,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 0, 3, 2]",69,790.6524067
case421,5,0.553933224,5.39794807,3,"[3, 2, 2, 4, 4]",15,4.783751488
case422,15,1.602007672,5.241745474,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",45,33.98306727
case423,13,1.159085427,5.035261355,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1]",39,106.5093331
case424,18,1.626962862,1.995012799,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 4, 0, 0]",54,423.7529013
case425,12,1.352156329,4.100940569,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",36,17.2962873
case426,17,1.696357123,2.149791348,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 3, 2]",51,126.6581526
case427,2,0.252482701,4.492255533,3,"[2, 2]",6,0.497439623
case428,17,1.383616891,2.509598159,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1, 0, 4]",51,889.3818696
case429,8,0.92806864,2.137962753,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,8.366779566
case430,23,2.253016272,2.281900657,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",69,454.1586533
case431,9,0.926043067,3.308556843,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,14.63856006
case432,14,1.379692168,0.471431108,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",42,55.80477524
case433,8,0.848845977,5.204260233,3,"[4, 1, 1, 3, 3, 2, 2, 4]",24,7.02902627
case434,4,0.627669622,3.370176115,3,"[1, 3, 3, 2]",12,1.614855766
case435,6,0.68729226,3.365873034,3,"[4, 1, 1, 3, 3, 2]",18,2.853462458
case436,22,2.327591388,5.281161192,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,73.77924395
case437,25,2.498851268,2.953746321,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 4]",75,320.4308448
case438,27,2.959981259,2.794763679,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",81,114.9987626
case439,3,0.368703941,5.479124472,3,"[2, 4, 4]",9,0.242179632
case440,27,2.958808659,2.4105501,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",81,114.3980691
case441,19,2.063857619,4.807410162,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4]",57,160.3199959
case442,14,1.242936054,3.075044986,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 3, 0, 0]",42,118.445503
case443,25,2.732672427,1.611912871,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,100.0660141
case444,15,1.4277165,0.741148155,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",45,79.34673905
case445,10,1.173838924,0.87516474,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",30,9.861845732
case446,28,3.029914559,2.656496795,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",84,113.0798855
case447,27,2.893996282,5.460975637,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,98.99538779
case448,8,0.97513883,2.146977789,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,6.464856148
case449,18,1.735388085,3.951940356,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 3, 2]",54,152.9894388
case450,27,2.937711976,2.140377732,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",81,116.8421271
case451,17,1.563925378,5.701360986,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2]",51,339.333672
case452,18,1.560530194,3.384241711,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 4, 0]",54,1450.557079
case453,27,2.829148059,3.53497962,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2]",81,132.1424699
case454,3,0.324041868,2.527140403,3,"[1, 3, 3]",9,0.269353867
case455,17,1.920330306,5.714680683,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",51,40.96447992
case456,2,0.404869553,3.476377592,3,"[3, 2]",6,0.1301682
case457,8,0.782816569,0.650877654,3,"[1, 3, 3, 2, 2, 4, 0, 1]",24,14.15466452
case458,5,0.602418066,2.472857098,3,"[4, 1, 1, 3, 3]",15,2.191696167
case459,1,0.249918293,5.658103074,3,[4],3,0.033003569
case460,14,1.35183941,0.460984956,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",42,112.6813974
case461,8,0.839736889,2.439931471,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,9.859776258
case462,1,0.228531233,1.845995813,3,[3],3,0.023166895
case463,27,2.96393366,5.836780598,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,107.7369428
case464,8,0.804178422,0.881602243,3,"[1, 3, 3, 2, 2, 4, 1, 3]",24,11.13343096
case465,26,2.614011221,1.345627409,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 0, 1]",78,291.9300287
case466,5,0.551852457,2.76555887,3,"[4, 1, 1, 3, 3]",15,2.011859655
case467,28,3.088502945,4.803254077,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,119.6500294
case468,9,1.03451491,6.09927143,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,10.37314582
case469,21,2.098906771,4.737959747,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 0]",63,177.4926054
case470,17,1.468326608,2.546249477,3,"[1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 1, 3, 0, 0]",51,528.705982
case471,29,3.014215004,1.314070758,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",87,153.3064694
case472,2,0.341310367,5.992539634,3,"[4, 1]",6,0.126398325
case473,28,3.053276706,4.430997249,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,113.5247335
case474,8,0.918092281,1.145720886,3,"[1, 3, 3, 2, 4, 1, 1, 3]",24,21.24382854
case475,8,0.718722915,1.13339263,3,"[1, 3, 3, 2, 4, 1, 1, 1]",24,18.50372124
case476,11,1.027996976,2.019767126,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 3, 1]",33,34.34982204
case477,18,1.911403193,0.217682623,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",54,40.67180943
case478,26,2.79222764,4.256119715,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,100.7699986
case479,5,0.6605305,4.641164378,3,"[1, 3, 3, 2, 4]",15,5.389265299
case480,29,3.126564104,2.121171812,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",87,132.8211861
case481,28,2.856438988,0.024125708,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",84,286.3180368
case482,6,0.742081876,1.896439908,3,"[2, 4, 4, 1, 1, 3]",18,3.273860931
case483,15,1.639734763,3.79534395,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",45,29.53608823
case484,25,2.605232076,2.179007932,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,124.5241361
case485,12,1.302506499,4.059953439,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",36,16.97023845
case486,21,2.175731032,6.014508822,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",63,82.5089395
case487,25,2.71997653,2.209462553,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,81.76549315
case488,26,2.824863563,2.627874504,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",78,102.9907124
case489,3,0.489499792,1.344301108,3,"[4, 1, 3]",9,3.148548126
case490,7,0.683040974,4.713088074,3,"[4, 1, 1, 3, 3, 2, 4]",21,8.444828033
case491,7,0.738432863,4.565749549,3,"[4, 1, 1, 3, 3, 2, 4]",21,5.213186264
case492,10,1.075508109,2.50067836,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",30,11.11867046
case493,17,1.522429129,0.963635684,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 1, 0, 3]",51,449.857842
case494,23,2.469824123,1.89711952,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,131.7595303
case495,5,0.627194157,5.641138938,3,"[3, 2, 2, 4, 4]",15,2.125089645
case496,26,2.808324038,4.928800885,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,102.0336463
case497,2,0.334206576,4.888586348,3,"[2, 4]",6,0.138007402
case498,9,1.042787889,1.467907527,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,13.05438471
case499,18,1.74843209,0.436207392,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 4]",54,145.9789069
case500,23,2.199463099,4.922729609,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 0, 2]",69,428.4204409
case501,20,1.992038518,5.778825927,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4]",60,149.3963497
case502,2,0.358206075,6.192151286,3,"[4, 1]",6,0.127002716
case503,7,0.818755992,5.904478747,3,"[1, 3, 3, 2, 2, 4, 1]",21,4.768236399
case504,9,0.925955056,3.33880253,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,13.77811718
case505,20,1.919799519,3.702829403,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 1, 0, 2]",60,266.479856
case506,16,1.512494134,0.063217087,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 3]",48,154.8469481
case507,13,1.320929882,2.384455311,3,"[2, 4, 4, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3]",39,52.64319587
case508,3,0.366096249,0.771842237,3,"[4, 1, 1]",9,0.219004393
case509,17,1.716977237,3.229812588,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2]",51,123.5571797
case510,14,1.34439058,0.443270325,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",42,94.46266508
case511,10,1.034372521,5.663637974,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",30,15.57243919
case512,6,0.696559789,3.320160445,3,"[4, 1, 1, 3, 3, 2]",18,3.009084702
case513,10,1.025026284,1.190144159,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 3]",30,15.69944263
case514,5,0.585937155,1.020744398,3,"[2, 4, 4, 1, 1]",15,1.601044178
case515,12,1.285775923,1.011223966,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",36,16.48546529
case516,24,2.12296618,3.287522172,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 4, 1, 3, 1]",72,1207.650988
case517,26,2.821106564,1.644110614,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",78,113.354208
case518,0,0.003529591,3.792058291,3,[],0,0.001998425
case519,20,2.138737923,2.275313735,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",60,60.67471647
case520,12,1.419983104,3.948477599,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",36,33.72595406
case521,9,0.883888195,1.598229804,3,"[1, 3, 3, 2, 2, 4, 1, 3, 3]",27,17.67649579
case522,2,0.295491229,4.49844113,3,"[2, 4]",6,0.13300252
case523,29,3.138901382,1.428335102,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",87,112.5801859
case524,12,1.291295158,1.009977358,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",36,16.46746516
case525,21,2.240868129,5.942379723,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",63,58.52265429
case526,20,2.276088462,5.27637989,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",60,55.52507806
case527,28,3.098088049,0.22064123,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",84,110.4261236
case528,15,1.352997582,1.377244532,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",45,506.182323
case529,9,1.006125297,3.199144511,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,10.60929966
case530,2,0.309985956,4.880954076,3,"[2, 4]",6,0.13500309
case531,29,2.972478162,1.238667617,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1]",87,324.6453607
case532,19,1.981476415,2.574120947,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",57,67.07734656
case533,28,3.06569657,5.742379095,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",84,108.3796217
case534,2,0.355385876,1.528813188,3,"[1, 3]",6,1.861036301
case535,0,0.167853491,4.829794708,3,[],0,0.001999855
case536,19,1.545374617,4.190655509,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 0, 3, 1, 2]",57,8208.401239
case537,17,1.32612456,2.408204619,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 0, 0]",51,2676.198829
case538,16,1.79160944,4.749740911,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",48,33.43135977
case539,22,2.061260657,3.982196629,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 1]",66,553.4539959
case540,22,2.303574987,3.739542561,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",66,87.03734922
case541,6,0.837438938,1.981815477,3,"[2, 4, 4, 1, 1, 3]",18,4.158965588
case542,14,1.350128477,0.008721547,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 1, 1]",42,77.00671601
case543,15,1.590452251,5.331059641,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",45,32.37793231
case544,24,2.634824133,5.671492309,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",72,84.1039083
case545,14,1.185632904,6.173445659,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 3, 0, 1]",42,195.9145763
case546,3,0.353512867,1.298271909,3,"[4, 1, 1]",9,0.203022957
case547,28,2.853782594,0.252740796,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",84,285.5480313
case548,26,2.742372109,4.68717149,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,102.5354011
case549,5,0.612781632,3.128027839,3,"[4, 1, 1, 3, 2]",15,4.510256767
case550,15,1.554132305,1.197776447,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3]",45,92.51514459
case551,0,0.066533769,1.95215418,3,[],0,0.003004313
case552,10,1.167917179,5.517428585,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",30,12.54481125
case553,15,1.561640222,1.209168662,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3]",45,92.80678797
case554,21,2.278420982,5.854708974,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",63,57.21167302
case555,8,0.999352791,2.114705591,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,6.746777773
case556,23,2.38684586,5.001216288,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",69,112.0524671
case557,3,0.37272022,0.831087542,3,"[4, 1, 1]",9,0.196784973
case558,5,0.51163928,2.569925132,3,"[4, 1, 1, 3, 3]",15,4.181966782
case559,0,0.146403468,3.648184101,3,[],0,0.001981735
case560,28,2.923775137,0.321607806,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",84,115.0529523
case561,15,1.324213197,2.347457486,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 1, 1, 2, 2]",45,252.9546323
case562,21,1.981362908,3.112238155,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 1, 0]",63,383.5318773
case563,3,0.48350017,2.690792293,3,"[1, 3, 3]",9,0.58318162
